"payload.kong_service.name.keyword: Descending","payload.request.method.keyword: Descending","payload.request.url.keyword: Descending",Count
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/projects/proj-nh8ri0gsjsbchm6/policy",332
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/cloud_rpc-http-manager",279
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/sa_proj-k59wmb651r-1o0",183
IAM,POST,"http://cloud-kong-main:8000/iam/internal/api/v1/policies/disable",181
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/7156/members",177
IAM,POST,"https://api.cloud.vtb.ru:8443/iam/api/v1/projects/proj-p9w20ad5vhwm94l/service_accounts",175
IAM,POST,"https://api.cloud.vtb.ru:8443/iam/api/v1/projects/proj-t88tw7mok2qcgwf/service_accounts",171
IAM,POST,"https://api.cloud.vtb.ru:8443/iam/api/v1/projects/proj-nh8ri0gsjsbchm6/service_accounts",170
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/organizations/vtb/groups/grp-h60vem7bqh0csne8z9jj/memberships",170
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/sa_proj-zpspc1q57farady-2ri",130
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/admin/api/v1/users",117
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/cloud_roles/planner-regulator/members",112
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/sa_proj-bfbyls48kp8lvqm-2rm",96
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/19547/members",93
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/sa_proj-qbveldheh8vl7dl-2rl",89
IAM,POST,"http://cloud-kong-main:8000/iam/admin/api/v1/permissions/evaluate",83
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/37f97443-e056-4898-8aae-1cc1c668cad1",64
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/sa_proj-bs15o1ft8zxsy9q-2rp",61
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/12495/members",56
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/sa_proj-zpa3ixmhgaxocas-2rn",56
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v1/projects/proj-h6ae8i4ttmmw87j/service_accounts",56
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/cloud_order-service",55
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/39a91f75-5535-4bab-a7d3-3d6faa7fe508",52
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/13433/members",51
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/6d2aaecc-0f5c-4a68-bfd1-8d5d1ac43cc5",51
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/e4f6dfdf-8ae9-4933-822d-308cc4b6a528",50
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/18324/members",46
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/0284abce-7a79-4624-aa72-5941cda60b79",46
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/90feb27f-b8d8-4de2-a83d-6bf68fcee13a",44
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/e20fa2b6-5fb5-45cb-8d83-c8973e63a0e1",41
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/e37be25c-6210-4887-b8e0-1efe71d04032",37
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/570d5947-3007-4662-a9ec-07193b2a1af7",36
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/17062/members",35
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/ce095ac0-0c99-4969-ae7f-33f0a0287a18",33
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-qmciwk51jbk21en/policy",33
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/574/members",31
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-9exk8nkszm/policy",31
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/526/members",29
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/cea6db91-d188-4a58-80b1-2852ba293dc6",29
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/e68fe2d4-e46b-4cce-86b7-c195c55a66d5",28
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/12493/members",27
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/31223/members",27
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/32335/members",27
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/e2d965df-eca9-46cd-8cab-443fa1367ee3",27
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-p45jd75ccg/policy",27
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/9492/members",26
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/f908626b-f673-43e0-aecb-2d5088a1a0ed",26
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-q26pei84faj9hhi/policy",26
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/18916/members",25
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/23532/members",25
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/28518/members",25
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-wd693pznf7au7yh/policy",25
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-x17r34qa1cd9fmk/policy",25
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/317/members",24
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/4fc69fde-0e1d-478d-9955-e49def1fd91f",24
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/51e5a0ae-5aaf-4ed8-8c46-05914e17396d",24
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/67d662a7-386c-40fb-b74a-d21d7ecacccd",24
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/c853f19e-f5d9-41e6-817f-ddfc0b943f85",24
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/efff4052-bc88-4d33-add9-6da9314d2037",24
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/fdcbcbef-8f5e-4caf-b063-18c30c04f70f",24
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/16871/members",23
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/9e6401a6-acfe-47de-a603-90c5427f2317",23
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/d339c084-dbdc-4772-9a6b-ad2fa77db5ce",23
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/de587a70-f455-461f-aa6a-01a7e6c3fe52",23
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/400b21c1-06fc-419f-bca3-70a66296736d",22
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/6fd19b90-44d4-4ac5-9859-2205d35921e5",22
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/73af6bd5-3a9e-4ed6-98ec-0f4ee7dbd923",22
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/8088b7d4-f459-4def-9984-c0a376e0800e",22
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/a1e260fc-fa49-4512-8453-6f4f190a3183",22
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/d74669a2-434d-4f84-9a72-352da6988adb",22
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v1/projects/proj-qmciwk51jbk21en/users",22
IAM,POST,"http://cloud-kong-main:8000/iam/api/v1/organizations/vtb/groups/grp-ie358o2r65f9ujr9om8h/add-memberships",21
IAM,POST,"http://cloud-kong-main:8000/iam/api/v1/organizations/vtb/groups/grp-ie358o2r65f9ujr9om8h/remove-memberships",21
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/19195/members",21
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/24719/members",21
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/29185/members",21
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/727/members",21
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/organizations/vtb/groups/grp-ie358o2r65f9ujr9om8h/memberships",21
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/organizations/vtb/groups/grp-p07puz0qwq54o391l65t/memberships",21
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/27a844df-24a5-4353-b579-b09a73909ef2",21
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/4967cda4-dd5d-4ccf-8182-026f6b63021a",21
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/9c99a815-591b-4a8a-8c4d-a6566aaf0b83",21
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/9ebf8f88-c72f-4e06-9282-080354ee0cd5",21
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/fe4057d7-e490-41bf-9e21-a250a0a5b09a",21
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/sa_proj-bfbyls48kp8lvqm-2z2",21
IAM,GET,"http://cloud-kong-main:8000/iam/internal/api/v1/policies",21
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/admin/api/v1/users/search",21
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/10997/members",20
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/28564/members",20
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/8211/members",20
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/15ee2c7e-bfd6-44e7-994b-898819b274b7",20
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/41720a75-23fb-4357-9d79-53ae33585c20",20
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/9d0e2ed3-7c53-4e37-8183-4ae9dc7f0f39",20
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/folders/fold-pvugo8wgwf5k/policy",20
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-pnkutqhefarl0gn/policy",20
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-sd7iouyjdl/policy",20
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/17676/members",19
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/32497/members",19
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/45aa8a65-c132-4fca-8b88-c645a005c41d",19
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/87dc1fd2-129e-4442-873a-75a61fb5052c",19
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/a0d49cbe-e6d4-4283-ad8f-8fc27c5e605d",19
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/de0e98e6-b004-44cb-88f1-7fca5a78be75",19
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/e9aa5ce2-bb00-497a-8cf3-6e4ed3f1e0f1",19
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/sa_proj-kvsjl3ra4h-1gq",19
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-y2cjizavkbay0rq/policy",19
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/20802/members",18
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/22953/members",18
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/12d90c0e-045a-4b63-b090-6bdc93f35f80",18
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/70bc7937-a741-4c4a-979d-360261e8f0f2",18
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/ac54b685-d951-4069-892e-87cec71bf101",18
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/d49ef7e9-505d-44da-b303-5fe973e8865b",18
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-oyp2xpsqscazfx6/policy",18
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/10181/members",17
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/2282/members",17
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/29702/members",17
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/9766/members",17
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/9908/members",17
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/9987/members",17
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/10050c58-a5e4-4fb9-a7da-8f9fc9e96f66",17
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/15217925-adc1-4e09-be50-f0f65bb70c24",17
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/f6f994d1-bb9c-440d-a3ce-97e18ff6e274",17
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/sa_proj-on4r93r2ir-5ml",17
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-g820h342leyy8x1/policy",17
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-tcv09lz9qjufdzu/policy",17
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/10506/members",16
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/18509/members",16
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/1875/members",16
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/381/members",16
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/8386/members",16
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/resource_types",16
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/09cfc56e-28ae-4e9e-bd2c-e16767564164",16
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/88f0f73a-8d01-4626-9065-881ba50b4ada",16
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/folders/fold-yo8bzpfx3q/policy",16
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-43cyon2slf/policy",16
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-cyr72mhmq2/policy",16
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-mbgko7vzjf/policy",16
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/20303/members",15
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/29822/members",15
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/6313/members",15
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/7852/members",15
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/0bd8d792-412c-41ef-8597-8662ec0136f4",15
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/26365f31-f19f-42bf-b6bf-fc35a62e32c7",15
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/70c6eba9-e145-496a-b9c9-73f859b27010",15
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/77e69d22-d1fe-45ed-a789-d5dc3af9fcf1",15
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/a6afe5c0-df0e-45b3-9fe2-919e97c783cd",15
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/cb3b4e09-90b0-48d1-ab83-b60b8731d883",15
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/cb7bdd39-9f61-4fa6-878a-5cef025d760a",15
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/ccc53082-df6f-46f6-b5d3-6a99328c2e79",15
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v1/folders/fold-zeh4c2xi7i/users",15
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/folders/fold-og1qwbg3r161/policy",15
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-7nsd9zco4o/policy",15
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-annksbsvuxbjo3j/policy",15
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-gwe3lzs46yewcpf/policy",15
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-k6zyc4e3nilczx9/policy",15
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/10568/members",14
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/11131/members",14
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/14511/members",14
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/15883/members",14
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/20869/members",14
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/23697/members",14
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/24002/members",14
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/27792/members",14
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/29973/members",14
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/32705/members",14
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/5581/members",14
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/5863/members",14
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/7435/members",14
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/8519/members",14
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/086339fa-6d25-423e-b16c-0e140ee8c91b",14
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/1d2337de-5d1f-4841-9f2a-8012f86bc63a",14
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/1da44748-4c74-433c-aa35-c041d01d9fa9",14
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/3a3301e8-cc73-404c-81cd-0fcc6669a3f9",14
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/57d7514b-99a2-4389-b2ed-78e7a2864f95",14
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/9d0bb06f-f12d-4d45-9022-d195de9dbc7e",14
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/9d85c70c-79e3-4bb3-9734-04514e655e36",14
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/a11ef3d4-c957-4d7f-b994-eade45c197a0",14
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/bde99ec4-ad41-43b8-b406-27e5cf1b1c5b",14
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/c4d714ea-1ddd-4101-9d16-752f7498ad1e",14
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/df8748a7-acdd-4cf1-87fd-80a843425047",14
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/ff10f3c3-66f5-4c86-b395-bd2698b5d2a6",14
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/admin/api/v1/cloud_roles",14
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-tz2ntlu4zf/policy",14
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-v5lo2p1up50ow1n/policy",14
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-wnmn47ktl3lm13g/policy",14
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-wzje5f46or/policy",14
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/1070/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/1074/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/1392/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/14161/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/14728/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/16594/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/16989/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/17027/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/20042/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/20965/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/2984/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/30300/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/30936/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/31324/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/32662/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/4843/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/5165/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/7127/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/7422/members",13
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/0611d29e-7912-4a97-931c-ef55b35b6a6c",13
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/0cde7380-bc93-4ec7-a042-91775dac16f7",13
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/453d615a-d4ca-4134-9d68-a087747b11cc",13
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/4ec00409-833a-4873-8042-71114cd9ea28",13
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/62cb73dd-fb79-483f-8d75-11e71058136d",13
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/700bdcd8-0dd6-4f9d-94fa-2bef2e4c02b3",13
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/7116c7df-0bf2-4c9d-b1d0-d9100ab64c6a",13
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/83f9dd4f-efcc-4658-ac60-de42c0b8249b",13
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/92e651e8-b258-451d-8236-694cce2b4859",13
IAM,GET,"http://cloud-kong-main:8000/iam/api/v1/users/9e4ffdef-d35e-49a0-ac6d-d566398f941c",13
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v1/projects/proj-9exk8nkszm/users",13
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v1/projects/proj-neqqs1tb9x/users",13
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v1/projects/proj-sd7iouyjdl/users",13
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v1/projects/proj-wbv84236oo/users",13
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/folders/fold-h9olyj5934/policy",13
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-aft29fp52c/policy",13
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-fogsr0zery/policy",13
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-ixjfmu9n15/policy",13
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-muw9stwh4swwfos/policy",13
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-ni0dkkmzjk/policy",13
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-rk9xg41hkz/policy",13
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-wbv84236oo/policy",13
IAM,GET,"https://api.cloud.vtb.ru:8443/iam/api/v2/projects/proj-yf4fj9tz8877tmz/policy",13
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/10/members",12
IAM,GET,"http://cloud-kong-main:8000/iam/admin/api/v1/users/11425/members",12
